sentiment,review_body,product_category
1,Love everything about this jacket its super soft  thin  and looks great! it's versatile and a great layering piece for someone that lives in a very warm climate! prefer the sleeves to be worn rolled up and the inside belt definitely helps give the piece more shape and dimension!,Jackets
1,Wow.. love this blazer! it's not as structured as some blazers   but the woven fabric hugs in the right places. fantastic addition and great alternative to the good'ol black blazer.. great versatility work to play. nice weight for fall  but will also do well for my fl winter. it's longer than some of my other blazers  but i like it.. with the front pockets as they are  it makes for a unique design that gets noticed. i got the size 4 and i have broad shoulders for someone @ 135lbs.. makes for a n,Jackets
1,Love this kimono! it is so versatile. it is a one size only so it might be .a bit volumnous for some people.,Jackets
1,"What a great little find. it is so soft  and the color blends with everything. a great way to get a few more weeks out of your summer sleeveless dresses  and ease into fall. great with t shirts and pants as well.the collar is flattering over any neckline. it also looks great as a shirt. it really can be worn all year round. i usually wear a size six on top  as ""my girls"" are large. the medium was a perfect fit. and there was no billowing in the back. worth the price  as it will become a go to ja",Jackets
-1,I've worn citizens for almost 12 years now  i keep going back because i have an athletic figure (my thighs and butt are bigger than my waist)  and usually citizens fit and hug all the right places and are made with a certain quality expectation - these did not meet any of those standards  the ripped as soon as i put them on. the material seemed cheap.,Jeans
-1,"These are terribly unflattering the wash looks dirty and the rise is not 10.5 like the description says  which is the only reason i gambled on these it is 13"".",Jeans
-1,"These pants are more like 9"" not 10"". i was very dissappointed. the color is great and so is the fabric.  if you look more closely at the model the pants don't fit her either!! they are too small! i haven't decided whether or not to take them back because i am losing weight. i am a 31 so far but these pants are like a 30. i need the color because they go perfectly with a top i bought from retailer",Jeans
-1,Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.,Jeans
-1,As a tall girl  i was thrilled to see that these pants come in longs! they are amazing for dressing up (or sassing up) and outfit. i anxiously anticipated their arrival and wore them the very first night i bought them. however  as someone previously mentioned the quality is poor. after wearing them to they symphony  the knee tore while i was sitting in my seat! i really don't see a way to avoid this from happening since i had not moved. i'm sooo upset because i absolutely loved these pants!,Jeans
-1,"I wanted to love these jeans  but as a woman who is almost 45 there was way too much stretch in them. i am always a size 26 and i couldn't wear these  they were way too tight! they went back the next day. i will say  it could be my body type  i""m a runner so my legs are muscular. if you have very thin legs  these could be great and work for you. i loved the color  dark blue.",Jeans
-1,So after reading the 2 reviews  decided to just order my usual size (26)  thinking they might be a tad snug. wrong! they were huge! i looked at the size to see if they sent me a size 30 by mistake! unfortunately small sizes sold out. quality is excellent as well as style  so bummed!,Jeans
-1,I loved these pants the minute i put them on  and was so happy i'd ordered them. but i wore them only 3 times - and only at dinners with friends  not even for full days - and the seams on both legs ripped open! i think the faux leather just isn't equipped to handle the stretch of fitted leggings. i was super-bummed about this  because these pants are so insanely cute. but if they can't hold up to a few casual wears  then there's just no way... thankfully retailer was true to their brilliant custom,Jeans
-1,I loved the look of these pants in the pictures online and i loved the way that they fit. however when i got my pair  the flower placement was completely different. the whole front was black and there were just flowers running out of the crotch seams. i ordered another pair hoping they were just cut wrong  but those were even worse. they looked obscene.,Jeans
0,These jeans fit perfectly. however  the distress at the knee was a bit too distressed for my taste. i would recommend these jeans for a younger demographic.,Jeans
0,Not for the curvy women. fit in the waist but bunched around the crotch,Jeans
0,They are beautiful! they fit amazingly! they ripped on a seam the third time i wore them. i kept wearing them  because again  the fit! the style! alas  about the fifth time i wore them  the other leg ripped at the knee seam. they are just totally falling apart. it's so very sad. i would wear them alllll the time if they could bear it. i'm actually thinking of buying another pair because i love them soooo  but it would likely be wasted cash as i believe there is a real manufacturing issue here. w,Jeans
0,I love pilcros and tried everything to get these to work. one size down  two sizes down  no matter what  they just don't look right. the droopy look didn't work for me.,Jeans
0,I really liked these jeans initially  but by the end of the day the waist is really baggy. the fabric stretches with wear and takes a wash to get back to its original shape.,Jeans
0,"Maybe i just have the wrong body type for these jeans  but even though they technically fit  i felt like they looked like ""mom jeans"" on me. i was fine with the high waist  which actually made them very comfortable  but the ankles were loose and long on me  where most ag ankle jeans are a perfect length. the quality is good though--the fabric is substantial and a bit stiffer than most of my other ag's  and the color is a nice saturated black. i tried on a size 27  and i'm 5'4""  120 lbs.",Jeans
0,"I wear a typical 25 in coh jeans and i ordered these in a 25. they fit but they feel more like jeggings than skinny jeans. the wash isn't as faded out as in the picture. and at 5'2"" the rip is right at my kneecap. i bought these for the distressed wash  and will probably return this pair as it looks darker and less faded in person. i look nothing like the model does in this pair of jeans.",Jeans
0,"The fabric is absolutely lovely on these  but very thin. the top part was tighter than usual (and i sized up from my regular pilcro jean size) and they flare a lot. so the thin  tight top was not a flattering look. the rise also felt short.     i'm 5' 4"" with a 30"" inseam and the regular length just hovered above my ankles. my husband burst out laughing when i tried them on  which is never a good reaction!  even if i hemmed them  i think these are a miss for me. will be returning.    better for",Jeans
0,Although i bought 2 sizes down from my regular size  they were still big and  made my derriere look flat. i would have kept them as weekend kick-around jeans  but the flat behind just made them a must return.,Jeans
1,I am in love with these jeans!! i can't say enough about them. they are so forgiving yet keep their shape great. they are soft  comfortable and are a great color. these jeans have the perfect amount of stretch while being substantial and durable.,Jeans
1,I love ag stevie cords! i'm 5'4 and pear-shaped and the 26p fit great  the length and mid-rise are perfect! very comfortable and can be dressed up for casual work environment or down for weekend. the material is a bit thinner and not as soft as versions from previous years but still very nice and perhaps more versatile. wish petite had more color options.,Jeans
1,These are the perfect high-waisted skinny jeans. they fit tts and don't stretch out. are the perfect length for cute falls or tucked into boots. i adore them!,Jeans
1,"These jeans really look very nice on. they are 99% cotton and 1% elastaine. if you want the look that you see on this model  order one size up. i am 5'9""/136 lbs. bought both 27 and 28. decided to keep the 28. mainly because the lower part of the leg was fitting too tight in the 27  looked more like a skinny jean but bunched up at the knee -- they are tapered. (i also own a pair of 100% cotton levi's wedgie in foot hills in size 27 which fit a bit different than these -- the foot hills definitel",Jeans
1,These look great on my wife. very versatile and go with like 80% of her wardrobe. she raves about them and they look great.,Jeans
1,I love these jeans! i wear them all the time. i love the way they fit and the price is great. please make these exact pants in more colors!,Jeans
1,I am obsessed with these jeans! i have them in 3 washes and hardly ever wear any of the other jeans in my closet now. they are truly the perfect skinny jeans. you can dress them up with heels and a cute top  or down with a slouchy sweater and boots  or even throw on with a simple tee and flats. i love that they are low rise  as i am short waisted  and often find the front rise too long on many styles. the backside is also super flattering  and the back pockets are the perfect size and shape...no,Jeans
1,Love the look of these- casual or dressy depending on what you pair with them. they are so comfortable! edgy but relaxed - joggers with a leather look- what more could you ask for?,Jeans
1,"I usually wear stevie's in ag  but when i saw the prima was on sale i decided to give it a try and i""m so glad i did! they came today and i tried them on  i will say the rise feels a little higher than mid-rise  but it's so soft and stretchy i didn't really care. they're definitely skinny but with so much stretch they feel like a comfortable legging that doesn't fit quite so tightly. the color/wash is great too. for this price  these are awesome. i ordered a 29  same as my stevies and it fit per",Jeans
-1,It's a cute top but once i washed in cold water and laid flat to dry it shrunk and lost it's shape. very disappointed. i am going to return top.,Knits
-1,I ordered a size smaller prr other reviewers but that still didn't prepare me for the sweater's issues. it looks really cute but the quality is pretty horrendous. i wore it for the first time today and already the sweater is pilling a lot on my back. seriously heartbroken.,Knits
-1,I ordered this in a small petite and medium petite   and i am a huge fan of a*k. i put tried on the sp. while it fit  it was very long  even for a petite. what i hated about it was that the piping on the top made me look very wide. even a long necklace wouldn't help deter the look. on a positive side  the blue was a very nice  cool color. i am usually a small to medium in a*k (6-8 in tops) and the small fit well in the arms/bodice  just too much fabric for me. returning!,Knits
-1,This would have been cute if it was more fitted. i am 5'7 and 125 lbs and the small was too wide. i didn't try the xs because the small was almost too short in the sleeves and so was the length.,Knits
-1,I received this top in the mail today not what i expected at all! it is a great fabric just way too much of it. it is proportionally incorrect width wise. unfortunately this one will be going back.,Knits
-1,"Looks beautiful in the photo and the color in person is beautiful but it runs so so large that i think even an extra small would be too large for me. just for comparison  and i wish all reviewers would include this  i am 5'5"" and weigh 120 pounds. i ordered a medium which a small to medium is my usual size but i ordered the medium because i wanted to have room to wear something under it. i could have worn two sweatshirts under this sweater. unfortunately i have returned it.",Knits
-1,Disappointing  back is yellowish and looks strange. the front view is cute but doesn't match the fabric on the back at all. can't imagine why you would do that?,Knits
-1,I loved the cut and style of this shirt  so was very disappointed when i put it on and it was very tight and slightly see-through. if you do order it  get it in a size larger.,Knits
-1,Pretty design and good quality but the medium was very balloony at the bottom. fit my chest alright (34c) but flared out way too much at the bottom.,Knits
0,Unfortunately i didnt read the fine print when i ordered this re: dry cleaning only  but this in itself wasnt a total deal breaker. it did fit well -- i am 5'2  32c  107 lb and the xs petite fit very well  definitely form-fitting  not long in the arms or waist. the grey heather design was not my favorite look  actually thats the main reason i am returning it -- there was a dark grey splotch of the heathered design on the chest  and it looked like i had a huge dark stain.,Knits
0,This is a comfortable tunic piece with ample rear coverage. it is lightweight and there is room to layer a thin tank top underneath.the ivory is a marled heather with ivory buttons. it is not anything special in terms of style but it will serve the purpose of being a casual separate for around the house or for a quick errand.,Knits
0,This top is pretty and i did not find it sheer at all but i am returning it due to the lace sleeves are tight. but  i do have large arms! other than the sleeves i would keep it!,Knits
0,For the price of this tee the beautiful front lattice work should have been extended onto the back. would have been a classier  more finished looking garment. if the cost is not an issue then this tee makes a nice neutral addition to a neat but casual summer look.,Knits
0,"This shirt arrived today  and i was surprised how short it is. not a tunic at all. i wonder if the lengths on these vary  and if i order it again  it would be a different length. i ordered my normal size  xs petite. i'm 5-2""  so this should have been a tunic on me. perhaps if i see this shirt in the store  i'll try on the regular length. i'm returning the petite!",Knits
0,I loved this top when i saw it online  and ordered it right away. however  the fit is way off. i am always a size medium. always. but i was swimming in this and had to return it. even if it had fit  i wasn't thrilled with it. i thought it would be something i could dress up  especially with the lace detail  but instead it looked really frumpy. i would recommend this top as long as you know to order a smaller size and are looking for something a little more casual.,Knits
0,As you can see  there is an array of differing opinions on here  and i share sentiments on both:  _______  pros:  - the texture and feel of this is great; it is very comfortable and is different.  - tts for the most part; i normally can wear sizes 10 and 12 (m and l) with most retailer and got the medium and the fit was overall fine but more snug at the hips. if you're more slim/straight  it'll probably fit you like on the model.   - good length  not too short or too long.  - the mock collar is ni,Knits
0,I loved this top when i saw it online. i was able to go in the store and try it on and sadly  it is not the top for me. if you have a large chest  then this top will gather at your cleavage and give an awful appearance. the fabric falls in and even the sales associate agreed that it was unsightly. if i were an a or b  this probably would have worked. i should have known to stay away from a pleated top.,Knits
0,Very cute adorable shape tank top but extremely huge    does not come in petite and is not even close to fitting me    extra small is like a medium    not a sky color   like the picture it is a black-and-white type of the shirt which needs a thin camisole underneath  shirt is definitely white but would look great with the black or gray camisole underneath    better for taller larger sized people,Knits
1,"I love this tank - the colors are great and the fit is flattering. the fabric is lightweight but not cheap or so thin that you need to wear something under it. i am 5'7"" and the length was fine for me.",Knits
1,I am a short frame with broad shoulders and a large chest which means peplum tops typically look horribly unflattering on my frame. not this top! the cut is very flattering due to the lower peplum. not too much fabric to add to the waistline  truly a perfect fit. if this top came in any other colors  i would buy them all.,Knits
1,The shirt can be a little boxy  so make sure to order your size! the peplum is a great length in the back.,Knits
1,Love this t. i now have all the colors. it is so soft and comfortable. great with jeans or dressed up with leggings and boots. and when i feeling lazy i just keep it on and use it as a night shirt to sleep in. it's that comfortable! i found the size to be spot on.,Knits
1,I purchased this in the light red  and love it!!! this top is so incredibly soft and ridiculously comfortable.  definitely worth buying.  the material is high quality and can easily shift from season to season.  wear alone with shorts and wedges for summer or put it over a long sleeve top   or even a holding horses jean shirt with a pair of black leggings and boots for fall.    absolutely love the softness and the consistency of the fabric.,Knits
1,"This shirt is absolutely beautiful! the front is very thin and delicate  but wearing a nude bra underneath  you can't see a thing. i did need to add a snap between the top two buttons to avoid the chest ""gap"" but the back of the shirt offers enough stretch that it doesn't appear to ""pull"" at all. it's hard to find a button down that fits nicely when your short waisted and large chested. this one is it!!!!",Knits
1,"Normally i like to purchase from the store so i can try things on first  but this top wasn't available locally. i guessed on a medium. i'm 5'5"" and very curvy and the medium fits just like the picture on the model. just a hint of a sleeve and nice and drapey-loose over the body. the embroidery is just beautiful. the only reason i'm not giving 5 stars for quality is that i had to sew two buttons onto the back  my top came without them.",Knits
1,The color is perfect for fall.  dressy enough for work  and looks great with a pair of jeans.,Knits
1,These are long  easily wear with skinny jeans  they do not cling and are not see through! the colors are great!,Knits
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
1,This is a very nice turtleneck. the variations in the ribbing are a modern (and flattering) touch. in some of the photos online it almost looked to me like there are color variations - fyi there are not. all the ribbing areas are the same shade of black. ---------- unless you are very small framed  i would recommend sizing up; or  if you typically wear a m or a l  go with the l. as reference i have wide shoulders (wider than my hips)  large biceps  and a 34b chest  and i went with the l because,Layering
1,I am usually a regular xs with retailer tops. i took a chance and went with the xxs in blue and am not regretting it. super comfortable top. fits perfect and will be great for work.,Layering
1,Perfect semi-dressy summer top  that could definitely go year round. love the buttons up the back. it's flows but the slight peplum keeps it from looking tent like. love this so much i ordered another in black.,Layering
1,This bodysuit will be a staple for me this winter. i wear it own its own and under just about everything. i just ordered another one!,Layering
1,I stumbled upon this as a return to our store. at first  i was a little put off by the change in stitching to add support and shape. but once you put it on  it's perfect. it's very flattering and very comfortable. there are snaps in the crotch  but i wore it for a full day (8+ hours) and had no discomfort. if there were more colors  i'd buy them all lol.,Layering
1,I purchased the turquoise in a petite- xs. normally items at retailer run on the larger side and this shirt fit just right (i am 4ft 11inches and 100lbs). the material was a little on the lite side which makes a great summer fit  but it is a bit weak (so it can tear easily). it looks great with all types of skirts and jeans. i just wish retailer would sell more of the petite sizes. i went back in to buy more in other colors and they are sold out already!,Layering
1,It's lightweight  soft  & slinky  unike the average t-shirt. the slinkiness makes it skim the body nicely.,Layering
1,I took this in a large. im a 36d 140lbs. this top in a large fit me perfectly without a bra. slightly see through but not by much... i haven't tried it with a bra on yet  but im sure it'll be just fine.,Layering
1,Nice practical tank  that i can wear with everything. but  the fabric is kind of weird - overly warm and pulls up around the bottom when i wear it sometimes. i would still recommend it  but just know it's not just a cotton tank.,Layering
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
1,I'm about 130 lbs. and 6' tall and usually a small would be my size. these fit  but i would be more comfy in a m. they are stretchy  soft and opaque. perfect for under a couple sweater dresses i picked up by retailer!!! will be re-ordering.,Legwear
1,Ordered these to wear around the house more as leggings and they did the trick. love the color and the fact that they are warm without being too thick.,Legwear
1,I have worn these exclusively for the past couple of years. they fit great (tts)  stay put  and wear very well. these are well worth the price.,Legwear
1,These tights are awesome! i bought three pairs. they give a nice casual look to some of my multi-season dresses.,Legwear
1,My new favorite socks! has a grip and doesn't slip off like some of my other liner socks have because this one covers more of your feet. perfect for my low boots.,Legwear
1,I love these tights! i stock up every year. they are a great quality  not too thick to be hot  but not too thin that they are sheer when you put them on. they also don't squeeze you at the waistline. favorite tights.,Legwear
1,"Bought this as ""transitional"" wear post baby #2 & i love them! will probably end up wearing them all winter long! i love that i'm 6 foot & they still are scrunchy at the bottom which i honestly wasn't expecting.",Legwear
1,Soft  versatile comfort. what more could you want in a legging?,Legwear
1,These tights are exactly what i was looking for! they are a great weight for the winter months and can be worn out/dressed up or for lounging around at the house. they are a nice weight and durable construction. i plan to pair them with skirts  tunics and dresses. they are super cute with ankle boots.,Legwear
-1,I am petite and ordered size small  and it came looking like gym sweat pants. the material was very nice  but in terms of the waist and length size  both run incredibly large. the cuff of the joggers are also not elastic at all  and hangs loose widely. will have to return this item  unfortunately.,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
-1,So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about  but i once had a lot of luck with dresses of this price point (and intent) at retailer  so i had hopes. i was just wanting it to be a great addition for vacations and beach days  but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti,Lounge
-1,I'm upset. i ordered the grey sweatshirt and while the description says the sweatshirt has a zipper  the picture of the grey does not have a zipper. i prefer no zipper  so when it arrived in the mail with a zipper  i was disappointed. it's going back. why have a model where an item that you're not offering???,Lounge
-1,I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m  which is my normal retailer size  but couldn't move my arms. took it back  was going to try in a l  but store didn't have any. for the price  i need to be able to move my arms!,Lounge
-1,"Unfortunately this top is shirt-length  and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material  which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",Lounge
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
-1,I was looking for a casual dress for quick errands that was trendy but comfy.  this dress had a lot of potential [i was drawn to the print]  but the material is awful. so thin and scratchy! immediately went back.,Lounge
-1,Cute and very soft  but the elastic wasn't sewn in right. i took them out of the wash and the waistband was a twisted mess. disappointing for more expensive loungewear.,Lounge
0,Is a great top for layering over leggings  running errands or after the gym. the material was thin. i returned it because the color didn't look great on me and for the price  i just didn't love it.,Lounge
0,"I tried this on in white and considered whether or not i wanted ""just another cover-up"". in the final analysis  even at $35 (30% off 49.99)  it just hung there. if that's what you're after  then this is for you.",Lounge
0,Though the quality is good and the fabric is both sturdy and soft  the cut of this top made this a no-go for me. it's a bit short in front and also boxy  which is emphasized by the dolman sleeves. i ordered the coral color and it was much brighter - almost neon-y - as opposed to the soft salmon color my screen shows. i regretfully returned it.,Lounge
0,"I loved the actual design on the fabric. the flowers are gorgeous and i was really looking forward to wearing them  but the fabric was much too thin for me. i was surprised because another review said they were thick. to me  it felt like tights material  almost. however  they were not see through  which is great. overall  they just didn't look great on my body. 5'9"" size 6/8 curves  medium was a bit too loose.",Lounge
0,Love the colors  love the design  and sure to keep you toasty. im usually a size 0 or 2 so i ordered an extra small- it felt a bit roomie,Lounge
0,I should have exchanged it for a smaller size  but i wanted to wear it  so my mistake. i tend to wear size 12-14  and the large is entirely too big. it also had piling right out of the bag. but it is just so soft that i tore the tag off and wore it anyway. if you get this  size down for sure.,Lounge
0,These pajama pants are beautiful but very sheer and very delicate.  not ideal for a mom with kids,Lounge
0,The blue was a great color and i like the idea of a reversible top. however the xs was just swimming on me. this looks much more fitted in the pictures. my favorite workout top is from this brand and it is fitted and held up for 6 months. where are the fitted tops?? i'll keep looking.,Lounge
0,Definitely pj quality. i have a fairly thin frame and this hung on me like a tent. and it's very thin  so it works as a swim cover  but definitely not a dress for anything else.,Lounge
1,I love the 2 straps details  funny thing though is thsi bra is giving me rounder boobs... a little cleavage  nto waht i am sued to with a sports bra. lvoe the color (ordered the purple).,Lounge
1,Absolutely gorgeous skirt! so feminine and curve hugging. wish i hadn't found this so late! want it in every imaginable color  but i will settle for the off white.    please bring this style back!,Lounge
1,So soft and comfortable and flattering on! run small. i'm a 25/0 pant and a small in these is as small as i'd want to go! otherwise  excellent.,Lounge
1,Soft  comfy and cute! great for casual wear! should've bought in more colors,Lounge
1,This sweater is far more slouchy and relaxed in fit than in it seems in the photograph. definitely size down. honestly  i kinda love it anyways! the inside is so very soft  and it's perfect for a sleek errand-running or hiking kind of day!,Lounge
1,I love this sweatshirt! new favorite! it has a comfy meant to be oversized fit... love the little inspirational quote... and it's the kind of sweatshirt you want to live in! so stinking soft! got lots of compliments at the gym and the pick up line at school!!!,Lounge
1,Such a fun jacket! great to wear in the spring or to the office as an alternative to a formal blazer. very comfortable!,Lounge
1,"Unbelievably soft fabric that doesn't feel like it will pill. i ordered dark grey. i'm 5'3"" 130 (just after baby) and size m fits well  super-flattering. doesn't smash my buns. the seams are in all the right places to flatter. styling is between ballerina and badass  as i think the ankle wraps look a little tough. i highly recommend.",Lounge
1,I went into the store to try this one on bc of my broad shoulders and muscular build (in arms) as sometimes the open shoulder pieces fit snug. this dress was perfect and so soft!!! fit me like a glove! i have a long torso and am 5'8'' so it's a little short - but throw on some tights and booties and it's perfect! i'm a size 10/12 and got a large :),Lounge
-1,Like one of the previous reviewers  when my jacket arrived  it was not in the great dark wash pictured online. it was in a basic  medium denim wash. i like the wash pictured online; i did not like the wash the jacket came in. additionally  know that it is just huge. i ordered my usual size (medium) and understood that the jacket was meant to be roomy and swingy  but there is no way that one size down would be enough to compensate for how swimmingly large it was. i never tried an xs  but it was s,Outerwear
-1,This coat is awful  just awful. i bought it based on the reviews  my husband said it looks like i am wearing a mattress. it looked awful. i really really liked the softness and that it wasn't like another puffer coat  it was also stretchy and the buttons super easy to wear  but the look  style  and design make it very unflattering. it looked so bad that i took it off right away. so disappointing!,Outerwear
-1,"I tried on an xs and it was boxy/roomy in the torso and the pocket on the wrist/forearm area made my arm look too bulky when i rolled the sleeves up like the model pictured. i love the idea of a relaxed fit cropped leather jacket in a versatile taupe color but when i tried this one on in person  it took me back to my childhood. i used to help my dad wash his cars when i was a kid and he used a leather chamois (""shammy"" for short) that was awesome for soaking up water. and that's what it felt lik",Outerwear
-1,I had been eyeing this coat for a few weeks after it appeared in the email  and i finally decided to purchase it to treat myself. i was very excited to get it  as it is a beautiful coat online. however  once i received it i was very disappointed. the material is much thinner than i would expect for something that cost $168  and when i went to button it the button slipped right off the thread it was sewn onto the coat with. i checked the other buttons and all of them were loose as well.     perso,Outerwear
